Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Nh,Ns,"(20, 21)","(24, 25)",赵岩,河南,"['那支', '袭击', '了', '流贼', '的', '官军', '，', '正是', '林毅', '的', '第一', '营', '与', '吴永亮', '的', '第二', '营', '，', '十天', '前', '赵岩', '命令', '他们', '赶往', '河南', '迎击', '东进', '流贼', '。']",军阀治世.txt
Nh,Nh,"(2, 3)","(5, 6)",马七,向东,"['四千名', '骑兵', '马七', '调转', '马头', '向东', '撤退', '，', '并', '不', '与', '赶来', '的', '大队', '流贼', '骑兵', '接触', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(5, 6)",林毅,吴永亮,"['当天', '下午', '，', '林毅', '与', '吴永亮', '的', '骑兵', '再次', '集现', '，', '这次', '袭击', '了', '流贼', '的', '后队', '，', '其是', '一个', '冲杀', '就', '将', '流贼', '后队', '的', '流贼', '冲得', '溃散', '而', '逃', '，', '接着', '他们', '又', '在', '流贼', '大队', '骑兵', '赶到', '之前', '，', '撤离', '了', '战场', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(4, 5)",高迎祥,陕西,"['不久', '之前', '高迎祥', '在', '陕西', '与', '兴承畴', '大战', '三次', '，', '虽然', '略有', '失利', '，', '却', '从未', '有', '此番', '感觉', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(6, 7)",高迎祥,兴承畴,"['不久', '之前', '高迎祥', '在', '陕西', '与', '兴承畴', '大战', '三次', '，', '虽然', '略有', '失利', '，', '却', '从未', '有', '此番', '感觉', '。']",军阀治世.txt
Ns,Ns,"(4, 5)","(6, 7)",陕西,兴承畴,"['不久', '之前', '高迎祥', '在', '陕西', '与', '兴承畴', '大战', '三次', '，', '虽然', '略有', '失利', '，', '却', '从未', '有', '此番', '感觉', '。']",军阀治世.txt
Nh,Nh,"(14, 15)","(17, 18)",赵杀星,高迎祥,"['“', '再王', '，', '刚才', '手下', '的', '一个', '弟兄', '水', '，', '那支', '骑兵', '好像', '是', '赵杀星', '的', '部队', '高迎祥', '身边', '的', '一个', '骨干成员', '对', '高迎祥', '说道', '。']",军阀治世.txt
Nh,Nh,"(17, 18)","(23, 24)",高迎祥,高迎祥,"['“', '再王', '，', '刚才', '手下', '的', '一个', '弟兄', '水', '，', '那支', '骑兵', '好像', '是', '赵杀星', '的', '部队', '高迎祥', '身边', '的', '一个', '骨干成员', '对', '高迎祥', '说道', '。']",军阀治世.txt
Nh,Nh,"(5, 6)","(8, 9)",高迎祥,赵杀星,"['“', '快', '叫', '过来', '问话', '高迎祥', '一', '听到', '赵杀星', '的', '名头', '，', '不由', '心中', '一寒', '，', '不由', '想起', '了', '凤阳', '被', '斩', '死', '的', '十三部', '首领', '。']",军阀治世.txt
Ns,Ns,"(5, 6)","(7, 8)",凤阳,陕西,"['小', '的', '去年', '就', '是从', '凤阳', '逃回', '陕西', '的', '，', '在', '凤阳', '见过', '那支', '兵马', '，', '当时', '小', '的', '跟着', '扫地', '王', '一路', '奔逃', '，', '那支', '兵马', '一路', '在', '后面', '猛追', '了', '两天', '，', '最后', '扫地', '王', '被', '活捉', '，', '然后', '被', '押', '到', '京城', '襟', '死', '。']",军阀治世.txt
Ns,Ns,"(5, 6)","(11, 12)",凤阳,凤阳,"['小', '的', '去年', '就', '是从', '凤阳', '逃回', '陕西', '的', '，', '在', '凤阳', '见过', '那支', '兵马', '，', '当时', '小', '的', '跟着', '扫地', '王', '一路', '奔逃', '，', '那支', '兵马', '一路', '在', '后面', '猛追', '了', '两天', '，', '最后', '扫地', '王', '被', '活捉', '，', '然后', '被', '押', '到', '京城', '襟', '死', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(11, 12)",陕西,凤阳,"['小', '的', '去年', '就', '是从', '凤阳', '逃回', '陕西', '的', '，', '在', '凤阳', '见过', '那支', '兵马', '，', '当时', '小', '的', '跟着', '扫地', '王', '一路', '奔逃', '，', '那支', '兵马', '一路', '在', '后面', '猛追', '了', '两天', '，', '最后', '扫地', '王', '被', '活捉', '，', '然后', '被', '押', '到', '京城', '襟', '死', '。']",军阀治世.txt
Ns,Nh,"(3, 4)","(5, 6)",凤阳,赵杀星,"['但', '的', '在', '凤阳', '与', '赵杀星', '的', '兵马', '有过', '接触', '，', '赵杀星', '最', '厉害', '的', '兵马', '并非', '那些', '骑兵', '。']",军阀治世.txt
Nh,Nh,"(5, 6)","(11, 12)",赵杀星,赵杀星,"['但', '的', '在', '凤阳', '与', '赵杀星', '的', '兵马', '有过', '接触', '，', '赵杀星', '最', '厉害', '的', '兵马', '并非', '那些', '骑兵', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(9, 10)",高迎祥,林毅,"['不过', '此时', '的', '高迎祥', '显然', '日子', '并', '不好过', '，', '林毅', '与', '吴永亮', '二人', '骑兵', '轮流', '出动', '，', '如同', '两只', '讨厌', '的', '苍蝇', '，', '看到', '便宜', '就', '咬', '。']",军阀治世.txt
Nh,Nh,"(9, 10)","(11, 12)",林毅,吴永亮,"['不过', '此时', '的', '高迎祥', '显然', '日子', '并', '不好过', '，', '林毅', '与', '吴永亮', '二人', '骑兵', '轮流', '出动', '，', '如同', '两只', '讨厌', '的', '苍蝇', '，', '看到', '便宜', '就', '咬', '。']",军阀治世.txt
Nh,Ns,"(5, 6)","(12, 13)",赵字,屯河,"['六月', '二十一', '，', '一支', '打着', '赵字', '旗号', '的', '人马', '出现', '在', '了', '屯河', '对岸', '，', '直接', '堵住', '了', '高迎祥', '的', '去路', '，', '人数', '不过', '四千人', '而已', '，', '但', '这', '四千人', '偏偏', '堵', '在', '河', '对岸', '。']",军阀治世.txt
Ns,Nh,"(12, 13)","(18, 19)",屯河,高迎祥,"['六月', '二十一', '，', '一支', '打着', '赵字', '旗号', '的', '人马', '出现', '在', '了', '屯河', '对岸', '，', '直接', '堵住', '了', '高迎祥', '的', '去路', '，', '人数', '不过', '四千人', '而已', '，', '但', '这', '四千人', '偏偏', '堵', '在', '河', '对岸', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(6, 7)",高迎祥,渡河,"['结果', '出乎', '高迎祥', '的', '预想', '，', '渡河', '竟然', '无比', '顺利', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",赵勇,林毅,"['赵勇', '笑', '着', '对', '林毅', '说道', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(7, 8)",林毅,吴永亮,"['林毅', '的', '两千', '骑兵', '保护', '两翼', '，', '吴永亮', '的', '两千', '骑兵', '则', '在', '后面', '保护', '炮兵', '，', '也', '作为', '预备队', '使用', '。']",军阀治世.txt
Nh,Nh,"(35, 36)","(37, 38)",林毅,吴永亮,"['四千', '骑兵', '与', '乱哄哄', '的', '流贼', '精骑', '不同', '，', '阵形', '十分', '紧密', '的', '追上', '了', '逃跑', '的', '流贼', '精骑', '，', '高迎祥', '等', '流贼', '首领', '想要', '稳住阵脚', '抵挡', '官军', '铁骑', '，', '但', '奈何', '无力回天', '，', '在', '林毅', '与', '吴永亮', '二人', '的', '冲击', '追杀', '下', '，', '高迎祥', '那些', '流贼', '首领', '只能', '带', '着', '开始', '跑', '路', '。']",军阀治世.txt
Nh,Nh,"(37, 38)","(44, 45)",吴永亮,高迎祥,"['四千', '骑兵', '与', '乱哄哄', '的', '流贼', '精骑', '不同', '，', '阵形', '十分', '紧密', '的', '追上', '了', '逃跑', '的', '流贼', '精骑', '，', '高迎祥', '等', '流贼', '首领', '想要', '稳住阵脚', '抵挡', '官军', '铁骑', '，', '但', '奈何', '无力回天', '，', '在', '林毅', '与', '吴永亮', '二人', '的', '冲击', '追杀', '下', '，', '高迎祥', '那些', '流贼', '首领', '只能', '带', '着', '开始', '跑', '路', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(3, 4)",赵勇,林毅,"['对于', '赵勇', '和', '林毅', '他们', '来说', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(6, 7)",赵勇,高迎祥,"['在', '二十二日', '，', '赵勇', '追', '着', '高迎祥', '大战', '五场', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(5, 8)",马守应,八大王张献忠,"['而', '老', '回回', '马守应', '与', '八大', '王', '张献忠', '看到', '官军', '只', '追击', '大队', '流贼', '，', '一时', '无暇顾及', '小股', '的', '特点', '，', '与', '高迎祥', '脱离', '了', '出去', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(4, 5)",马守应,河南,"['老回', '回', '马守应', '向', '河南', '以东', '流窜', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(2, 3)",颜思齐,日本,"['颜思齐', '在', '日本', '策划', '农民起义', '失败', '后', '，', '文邦良', '就', '再也', '没有', '踏足', '过', '日本', '。']",军阀治世.txt
Ns,Nh,"(2, 3)","(8, 9)",日本,文邦良,"['颜思齐', '在', '日本', '策划', '农民起义', '失败', '后', '，', '文邦良', '就', '再也', '没有', '踏足', '过', '日本', '。']",军阀治世.txt
Nh,Ns,"(8, 9)","(14, 15)",文邦良,日本,"['颜思齐', '在', '日本', '策划', '农民起义', '失败', '后', '，', '文邦良', '就', '再也', '没有', '踏足', '过', '日本', '。']",军阀治世.txt
Nh,Ns,"(15, 16)","(17, 18)",赵岩,德,"['果然', '不', '出', '意料', '，', '文邦良', '随即', '被', '幕府', '奉', '为', '上宾', '，', '文邦', '良将', '赵岩', '写给', '德', '川家光', '的', '信', '递交', '了', '过去', '，', '然后', '开始', '等待', '起来', '。']",军阀治世.txt
Nh,Ns,"(16, 17)","(22, 23)",赵岩,德,"['那', '封信', '被', '人', '紧急', '送往', '了', '江户', '东京', '，', '五天', '后德', '”', '家光', '收到', '了', '赵岩', '写给', '他', '的', '信', '，', '德', '川家光', '让', '人', '翻泽', '了', '信中', '的', '内容', '后', '大喜过望', '，', '德川', '幕府', '能', '得到', '大明', '的', '总兵', '承认', '，', '无疑', '是', '让', '他', '十分', '兴奋', '的', '事情', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(9, 10)",长崎,大明,"['兴奋', '的', '德', '川家光', '随即', '亲自', '赶往', '长崎', '会见', '大明', '来', '的', '使者', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(3, 4)",长崎,德,"['在', '长崎', '，', '德', '川家光', '见到', '了', '代表', '登莱', '方面', '出使', '日本', '的', '文邦良', '，', '文邦良', '很', '流利', '的', '用', '日语', '与', '德', '川家光', '进行', '了', '交流', '。']",军阀治世.txt
Ns,Nh,"(11, 12)","(13, 14)",日本,文邦良,"['在', '长崎', '，', '德', '川家光', '见到', '了', '代表', '登莱', '方面', '出使', '日本', '的', '文邦良', '，', '文邦良', '很', '流利', '的', '用', '日语', '与', '德', '川家光', '进行', '了', '交流', '。']",军阀治世.txt
Ns,Nh,"(11, 12)","(15, 16)",日本,文邦良,"['在', '长崎', '，', '德', '川家光', '见到', '了', '代表', '登莱', '方面', '出使', '日本', '的', '文邦良', '，', '文邦良', '很', '流利', '的', '用', '日语', '与', '德', '川家光', '进行', '了', '交流', '。']",军阀治世.txt
Nh,Nh,"(13, 14)","(15, 16)",文邦良,文邦良,"['在', '长崎', '，', '德', '川家光', '见到', '了', '代表', '登莱', '方面', '出使', '日本', '的', '文邦良', '，', '文邦良', '很', '流利', '的', '用', '日语', '与', '德', '川家光', '进行', '了', '交流', '。']",军阀治世.txt
Nh,Ns,"(15, 16)","(22, 23)",文邦良,德,"['在', '长崎', '，', '德', '川家光', '见到', '了', '代表', '登莱', '方面', '出使', '日本', '的', '文邦良', '，', '文邦良', '很', '流利', '的', '用', '日语', '与', '德', '川家光', '进行', '了', '交流', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(3, 4)",文邦良,日本,"['文邦良', '在', '与', '日本', '贸易', '的', '谈判', '上', '进展', '非常', '顺利', '，', '基本上', '达成', '了', '赵岩', '所', '交代', '的', '各项', '条件', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(6, 7)",日本,长崎,"['日本', '方面', '允许', '登莱', '方面', '在', '长崎', '设立', '会馆', '，', '同时', '在', '硝石', '、', '硫磺', '、', '黄铜', '的', '贸易', '上', '达成', '了', '一项', '交换', '协议', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(13, 14)",日本,日本,"['假设', '一艘', '商船', '运了', '总共', '心口', '两', '的', '货物', '到', '日本', '，', '在', '日本', '赚', '到', '了', '出', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(9, 10)",文邦良,山东,"['七月', '初', '，', '文邦良', '达成', '了', '任务', '后', '返航', '山东', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",赵岩,妇良,"['赵岩', '听', '了', '妇良', '的', '禀报', '后', '，', '不由', '大喜', '，', '随即', '让', '已经', '就位', '的', '第一', '舰队', '护送', '船队', '前往', '日本', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(3, 4)",赵岩,青岛,"['同时', '赵岩', '在', '青岛', '也', '成立', '了', '一个', '专门', '囤积', '出口', '货物', '的', '大', '仓库', '。']",军阀治世.txt
Nh,Nh,"(8, 9)","(10, 11)",文邦良,赵岩,"['就', '对', '如', '输出', '的', '商品', '上', '，', '文邦良', '给', '赵岩', '列出', '了', '一张', '利润', '表格', '，', '其中', '利润', '最', '…', '二千', '生经', '、', '棉布', '、', '糖', '、', '获答', '、', '甘草', '、', '匆众', '此东', '※']",军阀治世.txt
Nh,Ns,"(0, 1)","(5, 6)",赵岩,日本,"['赵岩', '目前', '可以', '出口', '到', '日本', '的', '货物', '，', '主要', '有', '棉布', '、', '军火', '、', '铁器', '、', '玻璃', '器具', '这些', '商品', '。']",军阀治世.txt
Nh,Ns,"(4, 5)","(11, 12)",赵岩,山东,"['蔗糖', '、', '瓷器', '弃面', '赵岩', '并', '不', '打算', '去', '发展', '，', '山东', '并', '不', '适合', '大规模', '种植', '甘蔗', '这种', '经济作物', '，', '目前', '他', '的', '多种', '些', '粮食', '。']",军阀治世.txt
Nh,Ns,"(6, 7)","(9, 10)",赵岩,登州,"['不过', '甘草', '的', '利润', '不错', '，', '赵岩', '决定', '在', '登州', '划出', '五万亩', '地', '种植', '甘草', '，', '除了', '贸易', '所用', '，', '医院', '也', '需要', '这种', '草药', '，', '并且', '量', '很大', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(11, 12)",河南,赵勇,"['七月', '初', '，', '在', '河南', '的', '战事', '已经', '进入', '尾声', '，', '赵勇', '的', '步兵营', '与', '林毅', '、', '吴永亮', '的', '骑兵', '营', '从', '流贼', '手中', '俘虏', '了', '四十余万', '人', '。']",军阀治世.txt
Nh,Nh,"(11, 12)","(15, 16)",赵勇,林毅,"['七月', '初', '，', '在', '河南', '的', '战事', '已经', '进入', '尾声', '，', '赵勇', '的', '步兵营', '与', '林毅', '、', '吴永亮', '的', '骑兵', '营', '从', '流贼', '手中', '俘虏', '了', '四十余万', '人', '。']",军阀治世.txt
Nh,Nh,"(11, 12)","(17, 18)",赵勇,吴永亮,"['七月', '初', '，', '在', '河南', '的', '战事', '已经', '进入', '尾声', '，', '赵勇', '的', '步兵营', '与', '林毅', '、', '吴永亮', '的', '骑兵', '营', '从', '流贼', '手中', '俘虏', '了', '四十余万', '人', '。']",军阀治世.txt
Nh,Nh,"(15, 16)","(17, 18)",林毅,吴永亮,"['七月', '初', '，', '在', '河南', '的', '战事', '已经', '进入', '尾声', '，', '赵勇', '的', '步兵营', '与', '林毅', '、', '吴永亮', '的', '骑兵', '营', '从', '流贼', '手中', '俘虏', '了', '四十余万', '人', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(4, 5)",赵勇,赵岩,"['所以', '赵勇', '他们', '按照', '赵岩', '的', '交代', '，', '并', '没有', '追进', '山区', '，', '而', '张献忠', '、', '老回', '回', '马守应', '、', '罗汝才', '等部', '，', '赵岩', '也', '无心', '去', '管', '。']",军阀治世.txt
Nh,Ns,"(14, 15)","(18, 19)",张献忠,马守应,"['所以', '赵勇', '他们', '按照', '赵岩', '的', '交代', '，', '并', '没有', '追进', '山区', '，', '而', '张献忠', '、', '老回', '回', '马守应', '、', '罗汝才', '等部', '，', '赵岩', '也', '无心', '去', '管', '。']",军阀治世.txt
Nh,Nh,"(14, 15)","(20, 21)",张献忠,罗汝才,"['所以', '赵勇', '他们', '按照', '赵岩', '的', '交代', '，', '并', '没有', '追进', '山区', '，', '而', '张献忠', '、', '老回', '回', '马守应', '、', '罗汝才', '等部', '，', '赵岩', '也', '无心', '去', '管', '。']",军阀治世.txt
Ns,Nh,"(18, 19)","(20, 21)",马守应,罗汝才,"['所以', '赵勇', '他们', '按照', '赵岩', '的', '交代', '，', '并', '没有', '追进', '山区', '，', '而', '张献忠', '、', '老回', '回', '马守应', '、', '罗汝才', '等部', '，', '赵岩', '也', '无心', '去', '管', '。']",军阀治世.txt
