Nh,Ns,"(0, 1)","(7, 8)",陶菊隐,湖南,"['陶菊隐', '（', '1898', '~', '1989', '）', '，', '湖南', '长沙人', '，', '民国', '时代', '的', '著名', '记者', '，', '近代', '军阀史', '的', '权威', '见证者', '和', '整理', '研究者', '。']"
Ns,Nh,"(21, 22)","(26, 27)",安徽,李纯,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
Ns,Ns,"(21, 22)","(28, 29)",安徽,长江,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
Nh,Ns,"(26, 27)","(28, 29)",李纯,长江,"['后来', '北京', '政府', '用', '他', '项', '利益', '交换', '张作霖', '的', '同意', '，', '于', '9月', '16日', '发表', '命令', '，', '派', '张文生', '继任', '安徽', '督军', '，', '并', '提升', '李纯', '兼任', '长江', '巡阅', '使', '。']"
Nh,Nh,"(2, 3)","(4, 5)",锟,张作霖,"['三', '曹', '锟', '、', '张作霖', '召开', '天津', '会议', '。']"
Nh,Ns,"(2, 3)","(6, 7)",锟,天津,"['三', '曹', '锟', '、', '张作霖', '召开', '天津', '会议', '。']"
Nh,Ns,"(4, 5)","(6, 7)",张作霖,天津,"['三', '曹', '锟', '、', '张作霖', '召开', '天津', '会议', '。']"
Nh,Nh,"(0, 1)","(3, 4)",曹锟,吴佩孚,"['曹锟', '通电', '撤回', '吴佩孚', '的', '东电']"
Nh,Nh,"(0, 1)","(6, 7)",徐,周树模,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Nh,"(6, 7)","(9, 10)",周树模,曹锟,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Nh,"(6, 7)","(13, 14)",周树模,王士珍,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Nh,"(9, 10)","(13, 14)",曹锟,王士珍,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Nh,"(9, 10)","(15, 16)",曹锟,张作霖,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Nh,"(13, 14)","(15, 16)",王士珍,张作霖,"['徐', '想', '用', '自己', '的', '老朋友', '周树模', '组阁', '，', '曹锟', '推重', '直系', '元老', '王士珍', '，', '张作霖', '则', '建议', '仍', '请', '他', '的', '儿女', '亲家', '靳云鹏', '复职', '。']"
Nh,Ns,"(7, 8)","(9, 10)",靳,奉天,"['战争', '结束', '后', '，', '1920年', '7月', '23日', '靳', '到', '奉天', '与', '张作霖', '商谈', '时局', '善后', '问题', '。']"
Nh,Nh,"(7, 8)","(11, 12)",靳,张作霖,"['战争', '结束', '后', '，', '1920年', '7月', '23日', '靳', '到', '奉天', '与', '张作霖', '商谈', '时局', '善后', '问题', '。']"
Ns,Nh,"(9, 10)","(11, 12)",奉天,张作霖,"['战争', '结束', '后', '，', '1920年', '7月', '23日', '靳', '到', '奉天', '与', '张作霖', '商谈', '时局', '善后', '问题', '。']"
Nh,Nh,"(2, 3)","(4, 5)",靳,张偕同,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Ns,"(2, 3)","(6, 7)",靳,天津,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Ns,"(4, 5)","(6, 7)",张偕同,天津,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Nh,"(4, 5)","(11, 12)",张偕同,锟,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Ns,Nh,"(6, 7)","(11, 12)",天津,锟,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Nh,"(11, 12)","(16, 17)",锟,曹,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Ns,"(16, 17)","(21, 22)",曹,保定,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Ns,"(16, 17)","(23, 24)",曹,天津,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Ns,Ns,"(21, 22)","(23, 24)",保定,天津,"['26日', '，', '靳', '、', '张偕同', '到', '天津', '，', '即电', '邀', '曹', '锟', '前来', '举行', '会议', '，', '曹', '锟', '于', '28日', '由', '保定', '前往', '天津', '。']"
Nh,Nh,"(4, 5)","(6, 7)",曹锟,张作霖,"['关于', '第二', '项', '，', '曹锟', '对', '张作霖', '作', '了', '重大', '的', '让步', '。']"
Nh,Nh,"(0, 1)","(5, 6)",徐世昌,祺瑞,"['徐世昌', '原来', '幻想', '在', '段', '祺瑞', '失败', '后', '做', '个', '有', '职', '有', '权', '的', '总统', '，', '此时', '才', '感觉', '到', '去', '了', '一个', '“', '太', '上', '政府', '”', '，', '又', '来', '了', '两', '个', '“', '太', '上', '政府', '”', '，', '甚至', '想', '用', '自己', '的', '亲信', '做', '内阁总理', '也', '都', '办', '不', '到', '。']"
Ns,Ns,"(0, 1)","(6, 7)",天津,英,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Ns,"(0, 1)","(7, 8)",天津,美,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Ns,"(6, 7)","(7, 8)",英,美,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Ns,"(6, 7)","(13, 14)",英,长辛店,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Ns,"(7, 8)","(13, 14)",美,长辛店,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Nh,"(13, 14)","(15, 16)",长辛店,吴佩孚,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Nh,"(13, 14)","(17, 18)",长辛店,吴,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Nh,Nh,"(15, 16)","(17, 18)",吴佩孚,吴,"['天津', '会议', '前', '，', '有', '不少', '英', '美', '记者', '兴高采烈', '地', '跑', '到', '长辛店', '访问', '吴佩孚', '，', '吴', '向', '他们', '发表', '了', '召开', '国民', '大会', '解决', '国事', '的', '具体', '意见', '。']"
Ns,Ns,"(4, 5)","(6, 7)",上海,天津,"['国民', '大会', '可以', '在', '上海', '或', '天津', '召开', '，', '在', '六', '个', '月', '内', '制定', '宪法', '，', '修改', '国会', '议员', '选举法', '，', '即', '行闭会', '。']"
Nh,Nh,"(1, 2)","(7, 8)",吴,徐世昌,"['”', '吴', '不假思索', '地', '说', '：', '“', '徐世昌', '未', '取得', '西南', '五', '省', '的', '承认', '，', '只', '算', '得', '半边', '总统', '、', '临时', '总统', '。']"
Nh,Ns,"(3, 4)","(5, 6)",张,天津,"['7月', '26日', '，', '张', '到', '天津', '的', '当天', '，', '就', '有', '一', '批', '西报', '记者', '跑', '到', '恒记', '德军', '衣庄', '来', '访问', '他', '，', '谈', '到', '吴佩孚', '，', '他', '轻蔑', '地', '说', '：', '“', '我', '所', '合作', '的', '是', '曹经略', '使', '。']"
Nh,Nh,"(7, 8)","(9, 10)",徐世昌,靳云鹏,"['另一方面', '，', '这个', '电报', '立刻', '引起', '了', '徐世昌', '、', '靳云鹏', '、', '张作霖', '的', '激烈', '反对', '。']"
Nh,Nh,"(7, 8)","(11, 12)",徐世昌,张作霖,"['另一方面', '，', '这个', '电报', '立刻', '引起', '了', '徐世昌', '、', '靳云鹏', '、', '张作霖', '的', '激烈', '反对', '。']"
Nh,Nh,"(9, 10)","(11, 12)",靳云鹏,张作霖,"['另一方面', '，', '这个', '电报', '立刻', '引起', '了', '徐世昌', '、', '靳云鹏', '、', '张作霖', '的', '激烈', '反对', '。']"
Nh,Nh,"(0, 1)","(3, 4)",徐世昌,张作霖,"['徐世昌', '也', '和', '张作霖', '一样', '，', '认为', '吴佩孚', '职位', '卑', '小', '，', '言', '大', '而', '夸', '。']"
Nh,Nh,"(0, 1)","(7, 8)",徐世昌,吴佩孚,"['徐世昌', '也', '和', '张作霖', '一样', '，', '认为', '吴佩孚', '职位', '卑', '小', '，', '言', '大', '而', '夸', '。']"
Nh,Nh,"(3, 4)","(7, 8)",张作霖,吴佩孚,"['徐世昌', '也', '和', '张作霖', '一样', '，', '认为', '吴佩孚', '职位', '卑', '小', '，', '言', '大', '而', '夸', '。']"
Nh,Nh,"(1, 2)","(3, 4)",张作霖,曹锟拉,"['”', '张作霖', '把', '曹锟拉', '在', '一旁', '低声', '问道', '：', '“', '三哥', '，', '你', '看见', '过', '吴子玉', '的', '通电', '没有', '?']"
Nh,Nh,"(3, 4)","(10, 11)",曹锟拉,三哥,"['”', '张作霖', '把', '曹锟拉', '在', '一旁', '低声', '问道', '：', '“', '三哥', '，', '你', '看见', '过', '吴子玉', '的', '通电', '没有', '?']"
Nh,Nh,"(10, 11)","(15, 16)",三哥,吴子玉,"['”', '张作霖', '把', '曹锟拉', '在', '一旁', '低声', '问道', '：', '“', '三哥', '，', '你', '看见', '过', '吴子玉', '的', '通电', '没有', '?']"
Nh,Nh,"(1, 2)","(7, 8)",曹锟,吴佩孚,"['当', '曹锟', '发出', '通电', '，', '声明', '“', '吴佩孚', '所', '发', '东电', '，', '未', '得', '同意', '，', '应', '予', '撤回', '”', '以后', '，', '得知', '张作霖', '反对', '召开', '国民', '大会', '的', '电报', '已经', '发', '交电局', '，', '又', '急忙', '把', '张作霖', '的', '电报', '扣留', '不', '发', '。']"
Nh,Nh,"(0, 1)","(2, 3)",曹锟,吴佩孚,"['曹锟', '电召', '吴佩孚', '迅速', '来', '津', '当面', '一', '谈', '。']"
Nh,Ns,"(3, 4)","(6, 7)",吴,天津,"['8月', '3日', '，', '吴', '到', '了', '天津', '，', '曹劝', '他', '少', '发表', '意见', '，', '而且', '告诫', '他', '说', '：', '“', '我们', '刚', '打', '完', '这', '一', '仗', '，', '难道', '又', '要', '打', '第二', '仗', '！', '”']"
Nh,Nh,"(3, 4)","(8, 9)",吴,曹劝,"['8月', '3日', '，', '吴', '到', '了', '天津', '，', '曹劝', '他', '少', '发表', '意见', '，', '而且', '告诫', '他', '说', '：', '“', '我们', '刚', '打', '完', '这', '一', '仗', '，', '难道', '又', '要', '打', '第二', '仗', '！', '”']"
Ns,Nh,"(6, 7)","(8, 9)",天津,曹劝,"['8月', '3日', '，', '吴', '到', '了', '天津', '，', '曹劝', '他', '少', '发表', '意见', '，', '而且', '告诫', '他', '说', '：', '“', '我们', '刚', '打', '完', '这', '一', '仗', '，', '难道', '又', '要', '打', '第二', '仗', '！', '”']"
Ns,Ns,"(5, 6)","(12, 13)",天津,郑州,"['8月', '4日', '，', '他', '由', '天津', '乘坐', '普通', '客车', '转道', '到', '了', '郑州', '，', '向', '前来', '访问', '的', '新闻记者', '宣布', '他', '的', '四', '不', '主义', '：', '一', '不', '做', '督军', '，', '二', '不', '打', '内战', '，', '三', '不', '干政', '，', '四', '不', '扰民', '。']"
Nh,Ns,"(0, 1)","(3, 4)",吴佩孚,洛阳,"['吴佩孚', '决定', '在', '洛阳', '埋头', '练兵', '。']"
Nh,Nh,"(4, 5)","(6, 7)",曹锟,张作霖,"['1920年', '8月', '14日', '，', '曹锟', '、', '张作霖', '率领', '他们', '的', '僚属', '和', '卫士', '分', '作', '两', '批', '由', '天津', '到', '北京', '来', '，', '徐世昌', '派', '人', '在', '东', '车站', '铺', '下', '黄土', '，', '以', '迎接', '帝王之礼', '迎接', '这', '两', '位', '“', '功高望重', '”', '的', '大帅', '。']"
Ns,Ns,"(18, 19)","(20, 21)",天津,北京,"['1920年', '8月', '14日', '，', '曹锟', '、', '张作霖', '率领', '他们', '的', '僚属', '和', '卫士', '分', '作', '两', '批', '由', '天津', '到', '北京', '来', '，', '徐世昌', '派', '人', '在', '东', '车站', '铺', '下', '黄土', '，', '以', '迎接', '帝王之礼', '迎接', '这', '两', '位', '“', '功高望重', '”', '的', '大帅', '。']"
Ns,Nh,"(18, 19)","(23, 24)",天津,徐世昌,"['1920年', '8月', '14日', '，', '曹锟', '、', '张作霖', '率领', '他们', '的', '僚属', '和', '卫士', '分', '作', '两', '批', '由', '天津', '到', '北京', '来', '，', '徐世昌', '派', '人', '在', '东', '车站', '铺', '下', '黄土', '，', '以', '迎接', '帝王之礼', '迎接', '这', '两', '位', '“', '功高望重', '”', '的', '大帅', '。']"
Ns,Nh,"(20, 21)","(23, 24)",北京,徐世昌,"['1920年', '8月', '14日', '，', '曹锟', '、', '张作霖', '率领', '他们', '的', '僚属', '和', '卫士', '分', '作', '两', '批', '由', '天津', '到', '北京', '来', '，', '徐世昌', '派', '人', '在', '东', '车站', '铺', '下', '黄土', '，', '以', '迎接', '帝王之礼', '迎接', '这', '两', '位', '“', '功高望重', '”', '的', '大帅', '。']"
Nh,Nh,"(3, 4)","(5, 6)",曹,张,"['从', '车站', '到', '曹', '、', '张', '两', '人', '的', '临时', '馆舍', '，', '沿途', '交通', '断绝', '，', '警戒', '森严', '，', '商店', '居民', '均', '须', '悬挂', '国旗', '以', '表', '欢迎', '。']"
Nh,Nh,"(0, 1)","(2, 3)",曹,张,"['曹', '、', '张', '到', '京', '前', '，', '首先', '解决', '了', '内阁', '问题', '。']"
Nh,Ns,"(0, 1)","(4, 5)",曹,京,"['曹', '、', '张', '到', '京', '前', '，', '首先', '解决', '了', '内阁', '问题', '。']"
Nh,Ns,"(2, 3)","(4, 5)",张,京,"['曹', '、', '张', '到', '京', '前', '，', '首先', '解决', '了', '内阁', '问题', '。']"
Nh,Nh,"(10, 11)","(13, 14)",颜惠庆,张志潭,"['靳内阁', '于', '11日', '组成', '，', '其', '名单', '如下', '：', '外交', '颜惠庆', '，', '内务', '张志潭', '，', '财政', '周自齐', '，', '陆军', '由', '靳自', '兼', '，', '海军', '萨镇', '冰', '，', '司法', '董康', '，', '教育', '范源濂', '，', '农商', '王乃斌', '，', '交通', '叶恭绰', '。']"
Nh,Nh,"(10, 11)","(16, 17)",颜惠庆,周自齐,"['靳内阁', '于', '11日', '组成', '，', '其', '名单', '如下', '：', '外交', '颜惠庆', '，', '内务', '张志潭', '，', '财政', '周自齐', '，', '陆军', '由', '靳自', '兼', '，', '海军', '萨镇', '冰', '，', '司法', '董康', '，', '教育', '范源濂', '，', '农商', '王乃斌', '，', '交通', '叶恭绰', '。']"
Nh,Nh,"(13, 14)","(16, 17)",张志潭,周自齐,"['靳内阁', '于', '11日', '组成', '，', '其', '名单', '如下', '：', '外交', '颜惠庆', '，', '内务', '张志潭', '，', '财政', '周自齐', '，', '陆军', '由', '靳自', '兼', '，', '海军', '萨镇', '冰', '，', '司法', '董康', '，', '教育', '范源濂', '，', '农商', '王乃斌', '，', '交通', '叶恭绰', '。']"
